text	root	ending	clitic	partofspeech	form
Alaveer	Alaveer	0		H	sg n
Mari	Mari	0		H	sg n
Porila	Porila	0		H	sg n
nimitatud	nimeta	tud		V	tud
Molok	Molok	0		H	sg n
Vockil	Vock	l		H	sg ad
Kühil	Kühil	0		H	sg n
Vissov	Vissov	0		H	sg n
Vana-Koiola	Vana-Koiola	0		H	sg n
Vogel	Vogel	0		H	sg n
kreiskohto	kreis_kohus	0		S	sg g
Teppaski	Teppask	0		H	sg g
Kaarnal	Kaarna	l		H	sg ad
Nurmsi	Nurmsi	0		H	sg n
Vestbergil	Vestberg	l		H	sg ad
Arpmann	Arpmann	0		H	sg n
Räpina	Räpina	0		H	sg n
Gustav	Gustav	0		H	sg n
Vocki	Vock	0		H	sg g
Kiumas	Kiuma	0		H	sg g
Juhani	Juhan	0		H	sg g
Lamp	Lamp	0		H	sg n
sub	sub	0		Y	?
Kiidjärvel	Kiidjärvel	l		H	sg n
Eva	Eva	0		H	sg n
Kaarel	Kaarel	0		H	sg n
Aripmann	Aripmann	0		H	sg n
Tiiedmanni	Tiiedmanni	0		H	sg n
Michli	Michel	0		H	sg n
seie	siia	0		D	
Rundal	Rundal	0		H	sg n
ärätrükkida	ära_trükki	da		V	da
Lepvalz	Lepvalz	0		H	sg n
Mägi	Mägi	0		H	sg n
Aadleri	Aadler	0		H	sg g
Nigul	Nigul	0		H	sg n
Gottlieb	Gottlieb	0		H	sg n
Edesile	Edesil	le		H	sg all
Talor	Talor	0		H	sg n
Vasseri	Vasseri	0		H	sg n
Raudsep	Raudsep	0		H	sg n
Teppask	Teppask	0		H	sg n
Rihma	Rihm	0		H	sg g
Juku	Juku	0		H	sg n
Liigandil	Liigand	l		H	sg ad
aprilist	aprill	st		S	sg el
Viira	Viira	0		H	sg n
protokoli	protokoll	0		S	sg g
Kooskors	Kooskors	0		H	sg n
Mustmann	Mustmann	0		H	sg n
Moistusel	Moistu	l		H	sg ad
Raag	Raag	0		H	sg n
Lentsiusel	Lentsiusel	l		H	sg n
Et	Et	0		H	sg n
Konn	Konn	0		H	sg n
Jürison	Jürison	0		H	sg n
Ussin	Ussin	0		H	sg n
Lobona	Lobona	0		H	sg n
Künnapuul	Künnapuu	l		H	sg ad
Saarjärve	Saarjärve	0		H	sg n
Marie	Marie	0		H	sg n
aea	aeg	0		S	sg g
Vana-Koiolast	Vana-Koiola	t		H	sg p
Parmann	Parmann	0		H	sg n
Tann	Tann	0		H	sg n
Urbil	Urbil	0		H	sg n
Pai	Pai	0		H	sg n
Kohto	kohus	0		S	sg g
Aripmannil	Aripmann	l		H	sg ad
ärämüüdud	ära_müü	dud		V	tud
Vesi	Vesi	0		H	sg n
Kristjan	Kristjan	0		H	sg n
Kivak	Kivak	0		H	sg n
Edesil	Edesil	l		H	sg n
Helena	Helena	0		H	sg n
Äksi	Äksi	0		H	sg n
täl	tema	l		P	sg ad
Nemvalz	Nemvalz	0		H	sg n
Kõrve	Kõrve	0		H	sg n
Lenzius	Lenzius	0		H	sg n
Liisa	Liisa	0		H	sg n
masmata	maks	mata		V	mata
Moisavalitsuse	Moisavalitsuse	0		H	sg n
Joosus	Joosus	0		H	sg n
Mihkel	Mihkel	0		H	sg n
Hatika	Hatika	0		H	sg n
erävõlgasi	era_võlg	si		S	pl p
Mattil	Matt	l		H	sg ad
Molokat	Molok	t		H	sg p
Roose	Roose	0		H	sg n
Nemvalzi	Nemvalz	0		H	sg g
Liiso	Liiso	0		H	sg n
Krootusest	Krootuse	st		H	sg el
rentarium	rentaarium	0		S	sg n
Kontzi	Kontzi	0		H	sg n
Võsso	Võsso	0		H	sg n
pantud	pane	tud		V	tud
David	David	0		H	sg n
Lentsiuse	Lentsiuse	0		H	sg n
aeanud	aja	nud		V	nud
Liigand	Liigand	0		H	sg n
O.	O.	0		Y	sg n
Jorro	Jorro	0		H	sg n
Sellevasto	selle_vastu	0		D	
Tlr	Tlr	0		H	sg n
Eesseisva	Eesseisva	0		H	sg n
Moona	Moona	0		H	sg n
Nemvaltziga	Nemvaltzi	ga		H	sg kom
Nemvalzile	Nemvalz	le		H	sg all
Oleskiga	Olesk	ga		H	sg kom
Naba	Naba	0		H	sg n
Jaan	Jaan	0		H	sg n
Hamme	Hamme	0		H	sg n
Villemsonil	Villemson	l		H	sg ad
Kiidjärve	Kiidjärve	0		H	sg n
Peedo	Peedo	0		H	sg n
edespidise	edas_pidine	0		A	sg g
Künnapuule	Künnapuu	le		H	sg all
Tobraski	Tobrask	0		H	sg g
Kepp	Kepp	0		H	sg n
Anne	Anne	0		H	sg n
Märt	Märt	0		H	sg n
Villemson	Villemson	0		H	sg n
Võrult	Võrult	lt		H	sg n
Kontzile	Kontz	le		H	sg all
Klaosseni	Klaossen	0		H	sg g
Kuuse	Kuus	0		H	sg g
juhtund	juhtu	nud		V	nud
juhtund	juhtunu	d		S	pl n
juhtund	juhtunud	0		A	
juhtund	juhtunud	0		A	sg n
juhtund	juhtunud	d		A	pl n
takseerisivad	takseeri	sid		V	sid
Nigulil	Nigul	l		H	sg ad
Jacob	Jacob	0		H	sg n
Kährist	Kährist	0		H	sg n
Alla	Alla	0		H	sg n
Mikk	Mikk	0		H	sg n
Vinterfeldt	Vinterfeldt	0		H	sg n
Niguli	Nigul	0		H	sg g
mano	manu	0		D	
mano	manu	0		K	
Värsile	Värs	le		H	sg all
Rihmale	Rihm	le		H	sg all
Nilbe	Nilbe	0		H	sg n
Kiumast	Kiu_mast	0		H	sg n
Laari	Laar	0		H	sg g
Kiidjärvelt	Kiidjärvelt	lt		H	sg n
Tats	Tats	0		H	sg n
Hindres	Hindrek	0		H	sg n
Andreimannil	Andreimann	l		H	sg ad
Kibenale	Kibena	le		H	sg all
Eina	Eina	0		H	sg n
ärämääratud	ära_määra	tud		V	tud
Himmaste	Himmaste	0		H	sg n
Roosi	Roosi	0		H	sg n
Rihmil	Rihm	l		H	sg ad
Kontsi	Konts	0		H	sg g
Richma	Richma	0		H	sg n
Gusta	Gusta	0		H	sg n
Johan	Johan	0		H	sg n
Oppusleht	Oppusleht	0		H	sg n
Lepvaltz	Lepvaltz	0		H	sg n
Zuping	Zuping	0		H	sg n
Abel	Abel	0		H	sg n
Kalti	Kalt	0		H	sg g
teind	tege	nud		V	nud
teind	tei=nud	0		A	
teind	tei=nud	0		A	sg n
teind	tei=nud	d		A	pl n
teind	teinu	d		S	pl n
Vanke	Vank	0		H	sg g
Aabeli	Aabeli	0		H	sg n
Villemsoni	Villemson	0		H	sg g
Soukandi	Soukand	0		H	sg g
Aabel	Aabel	0		H	sg n
Kantzo	Kantzo	0		H	sg n
Sõna	Sõna	0		H	sg n
Roseni	Rosen	0		H	sg g
Matsonil	Matsonil	l		H	sg n
Sõnal	Sõna	l		H	sg ad
Mustmannile	Mustmannile	0		H	sg n
Olesk	Olesk	0		H	sg n
Labi	Labi	0		H	sg n
Kimmask	Kimmask	0		H	sg n
Mustmannil	Mustmann	l		H	sg ad
valla	valla	0		H	sg n
Tiidemannil	Tiidemann	l		H	sg ad
Klaossen	Klaossen	0		H	sg n
langend	lange	nud		V	nud
langend	langenu	d		S	pl n
langend	langenud	0		A	
langend	langenud	0		A	sg n
langend	langenud	d		A	pl n
julgeksivad	julge	ksid		V	ksid
Peebo	Peep	0		H	sg g
Puistajal	Puistaja	l		H	sg ad
Jüri	Jüri	0		H	sg n
Vock	Vock	0		H	sg n
Aadler	Aadler	0		H	sg n
Pabor	Pabor	0		H	sg n
Leena	Leena	0		H	sg n
J.	J.	0		Y	sg n
Moistut	Moistu	t		H	sg p
Reino	Reino	0		H	sg n
villo	vill	u		S	pl p
villo	vilu	0		A	adt
villo	vilu	0		S	adt
Kuklase	Kuklas	0		H	sg g
Liivl	Liivl	0		H	sg n
Lukatzi	Lukatz	0		H	sg g
Michel	Michel	0		H	sg n
Vöölmünder	Vöölmünder	0		H	sg n
Kuusele	Kuus	le		H	sg all
sillakohto	silla_kohus	0		S	sg g
vaadand	vaata	nud		V	nud
vaadand	vaada=nu	d		S	pl n
vaadand	vaada=nud	0		A	
vaadand	vaada=nud	0		A	sg n
vaadand	vaada=nud	d		A	pl n
Paap	Paap	0		H	sg n
C.	C.	0		Y	sg n
Lentsiust	Lentsius	t		H	sg p
klassidese	klass	dese		S	pl ill
Paidele	Paide	le		H	sg all
Andres	Andres	0		H	sg n
arvasivad	arva	sid		V	sid
Perilt	Perilt	0		H	sg n
Labil	Labi	l		H	sg ad
jo	juba	0		D	
säädust	seadus	t		S	sg p
Kõrvel	Kõrve	l		H	sg ad
Nemvaltzi	Nemvaltzi	0		H	sg n
Peedmanni	Peedmann	0		H	sg g
Tublilt	Tublilt	0		H	sg n
Mustamannil	Mustmann	l		H	sg ad
Tanni	Tanni	0		H	sg n
kohtokäiatele	kohtu_käija	tele		S	pl all
Peedmann	Peedmann	0		H	sg n
andsivad	and	sid		V	sid
Klaosse	Klaosse	0		H	sg n
salganud	salga	nud		V	nud
kuida	kuidas	0		D	
Sai	Sai	i		H	sg n
linna	linna	0		H	sg n
Tiidemanni	Tiidemann	0		H	sg g
pidasivad	pida	sid		V	sid
Vallas	Vallas	0		H	sg n
ärä	ära	0		D	
Kaarlit	Kaarlit	t		H	sg n
Moistuga	Moistu	ga		H	sg kom
Kontzil	Kontz	l		H	sg ad
kreiskohut	kreiskohut	t		H	sg n
iseäränis	ise_äranis	0		D	
Kransiveer	Kransiveer	0		H	sg n
Kaarna	Kaarna	0		H	sg n
Oleski	Oleski	0		H	sg n
Moloka	Moloka	0		H	sg n
Abeli	Abel	0		H	sg g
linnas	linnas	s		H	sg n
Saarjärvel	Saarjärve	l		H	sg ad
Möldri	Möldri	0		H	sg n
Kransiver	Kransiver	0		H	sg n
Kiidjervelt	Kiidjärvelt	t		H	sg p
Kiuma	Kiuma	0		H	sg n
Nemvalzil	Nemvalz	l		H	sg ad
Ootsi	Ootsi	0		H	sg n
Tubli	Tubli	0		H	sg n
Rosen	Rosen	0		H	sg n
Varbult	Varbuse	t		H	sg p
Joh	Joh	0		H	sg n
Reimanni	Reimanni	0		H	sg n
iseärälise	ise_äraline	0		A	sg g
kogok	kogok	0		Y	?
Tobraskil	Tobrask	l		H	sg ad
tasoma	tasu	ma		V	ma
Tille	Tille	0		H	sg n
Lepvaltzile	Lepvaltzile	0		H	sg n
Sääduseperäline	seaduse_päraline	0		A	sg n
Nigulile	Nigul	le		H	sg all
Lentsius	Lentsius	0		H	sg n
Moistule	Moistu	le		H	sg all
Pritz	Pritz	0		H	sg n
Tiedemann	Tiedemann	0		H	sg n
hakkasivad	hakka	sivad		V	sid
