text	root	ending	clitic	partofspeech	form
Röa	Röa	0		H	sg n
keiserliko	keiserlik	0		A	sg g
Pihle	Pihle	0		H	sg n
Mittile	Mitt	le		H	sg all
mosa	mõis	0		S	sg g
omma	ole	0		V	vad
Pollak	Pollak	0		H	sg n
Jaanoson	Jaanoson	0		H	sg n
Sarjale	Sarjale	0		H	sg n
Saremõtz	Saremõtz	0		H	sg n
Pääle	peale	0		K	
Kächri	Kächri	0		H	sg n
Maij	Maij	0		H	sg n
Kachri	Kachri	0		H	sg n
Liiv	Liiv	0		H	sg n
Hendrikson	Hendrikson	0		H	sg n
Palli	Palli	0		H	sg n
nee	see	0		P	pl n
meije	mina	0		P	pl n
Perril	Perril	0		H	sg n
Veisveer	Veisveer	0		H	sg n
Müürseppa	Müürsep	0		H	sg g
Vilhelm	Vilhelm	0		H	sg n
Marie	Marie	0		H	sg n
Herm	Herm	0		H	sg n
ütest	üks	st		P	sg el
Marri	Marri	0		H	sg n
Must	Must	0		H	sg n
käen	käsi	n		S	sg in
tija	tead	0		V	o
Küüsla	Küüsla	0		H	sg n
moisa	mõis	0		S	sg g
Ritzi	Ritzi	0		H	sg n
Jänesse	Jänesse	0		H	sg n
Talorah	Talorah	0		H	sg n
Liivamägi	Liivamägi	0		H	sg n
Rõiva	Rõiva	0		H	sg n
Vana	Vana	0		H	sg n
Hermann	Hermann	0		H	sg n
Semet	Seme	t		H	sg p
Nee	see	0		P	pl n
Vasseljev	Vasseljev	0		H	sg n
Hendrik	Hendrik	0		H	sg n
U.	U.	0		Y	sg n
Paio	Paio	0		H	sg n
Tannenberg	Tannenberg	0		H	sg n
Hakman	Hakman	0		H	sg n
Armoliko	Armolik	0		H	sg g
tõine	teine	0		O	sg n
Mattiesen	Mattiesen	0		H	sg n
Liiso	Liiso	0		H	sg n
Vilhel	Vilhel	0		H	sg n
Ritsar	Ritsar	0		H	sg n
Zolgole	Zolgo	le		H	sg all
JohannHimmale	Johann	le		H	sg all
Hüttile	Hüttile	0		H	sg n
rõõvas	rõivas	0		S	sg n
lubap	luba	p		V	b
Võsso	Võsso	0		H	sg n
Patsi	Patsi	0		H	sg n
Olleskid	Ollesk	d		H	sg g
Mangus	Mangus	s		H	sg n
Udras	Udras	0		H	sg n
om	ole	0		V	b
