text	root	ending	clitic	partofspeech	form
vällaveetult	välja_vee=tult	0		D	
Soodla	Soodla	0		H	sg n
linnas	linnas	s		H	sg n
aig	aeg	0		S	sg n
Karro	Karro	0		H	sg n
Parol	Parol	0		H	sg n
nink	ning	0		J	
Parolile	Parol	le		H	sg all
Leena	Leena	0		H	sg n
Reidolfi	Reidolf	0		H	sg g
Soldatin	Soldatin	0		H	sg n
lubbano	luba	no		V	nud
Laatrest	Laatrest	0		H	sg n
Kuldseppa	Kuldsepp	0		H	sg g
Rosenfeldt	Rosenfeldt	0		H	sg n
süüld	süld	0		S	sg n
pühhapää	püha_päev	0		S	sg n
