text	root	ending	clitic	partofspeech	form
Mõtsast	Mõtsast	st		H	sg n
Hamkovi	Hamkov	0		H	sg g
Kuutsmann	Kuutsmann	0		H	sg n
Sillale	Sillale	0		H	sg n
Härman	Härman	0		H	sg n
maakohtu	maakohtu	0		H	sg n
Küidson	Küidson	0		H	sg n
Laugason	Laugason	0		H	sg n
Gottlib	Gottlib	0		H	sg n
Tilgand	Tilgand	0		H	sg n
Okkale	Okka	le		H	sg all
H.	H.	0		Y	sg n
Jonasson	Jonasson	0		H	sg n
Danielile	Daniel	le		H	sg all
kos	kos	0		D	
Ado	Ado	0		H	sg n
Maakohtu	Maakohut	0		H	sg n
Vitriket	Vitrik	t		H	sg p
Karpsonile	Karpson	le		H	sg all
Meistre	Meistre	0		H	sg n
Sõugese	Sõugand	0		H	sg n
Paapul	Paap	l		H	sg ad
Simulman	Simulman	0		H	sg n
Riting	Riting	0		H	sg n
Narruskov	Narruskov	0		H	sg n
Tumm	Tumm	0		H	sg n
Märastu	Märastu	0		H	sg n
Jusa	Jusa	0		H	sg n
Kunsing	Kunsing	0		H	sg n
lännu	mine	nu		V	nud
päival	päev 	l		S	sg ad
Võigand	Võigand	0		H	sg n
Mägi	Mägi	0		H	sg n
V.	V.	0		Y	sg n
Jaanil	Jaan	l		H	sg ad
Z.	Z.	0		Y	sg n
Himmis	Himmis	0		H	sg n
ollu	ole	lu		V	nud
Frits	Fritz	0		H	sg n
Kissaril	Kissar	l		H	sg ad
Hobese	Hobese	0		H	sg n
Dannita	Dannita	0		H	sg n
Kierhäiding	Kierhäiding	0		H	sg n
Joosebi	Jooseb	0		H	sg g
Otu	Otu	0		H	sg n
Kristuvingi	Kristuvingi	0		H	sg n
Toodsi	Toodsi	0		H	sg n
Partzi	Partzi	0		H	sg n
M.	M.	0		Y	sg n
Perg	Perg	0		H	sg n
Ann	Ann	0		H	sg n
Operiga	Oper	ga		H	sg kom
Zärenz	Zärens	0		H	sg n
kõrtsiman	kõrtsi_man	0		D	
Ramman	Ramman	0		H	sg n
Sammuli	Sammuli	0		H	sg n
Leppikesel	Leppind	l		H	sg ad
Maltsoni	Malton	0		H	sg g
Hans	Hans	0		H	sg n
Mikkit	Mikkit	0		H	sg n
Stepani	Stepan	0		H	sg g
Marge	Marge	0		H	sg n
Leppind	Leppind	0		H	sg n
Tihhanov	Tihhanov	0		H	sg n
Joosep	Joosep	0		H	sg n
Linderil	Linder	l		H	sg ad
Jaani	Jaani	0		H	sg n
lõigama	lõika	ma		V	ma
Oper	Oper	0		H	sg n
ülevan	üleval	0		D	
Lepmanile	Lepman	le		H	sg all
Vrits	Vrits	0		H	sg n
Räpina	Räpina	0		H	sg n
Vöölmoldre	Vöölmoldre	0		H	sg n
Stepan	Stepan	0		H	sg n
Bergi	Berg	0		H	sg g
Leplandi	Leplandi	0		H	sg n
Tatti	Tatti	0		H	sg n
Häidesk	Häidesk	0		H	sg n
Märtman	Märtman	0		H	sg n
Kirilov	Kirilov	0		H	sg n
Zärens	Zärens	0		H	sg n
jo	juba	0		D	
Mustingel	Musting	l		H	sg ad
Narusktrank	Narustranki	0		H	sg n
Haska	Haska	0		H	sg n
Kriiskman	Kriiskman	0		H	sg n
Kusmin	Kusmin	0		H	sg n
Nitsikovist	Nitsikovist	st		H	sg n
Pergi	Perg	0		H	sg g
tütruk	tüdruk	0		S	sg n
Võika	Võika	0		H	sg n
Seenka	Seenka	0		H	sg n
Sabalov	Sabalov	0		H	sg n
pääle	peale	0		K	
saina	sein	0		S	sg g
Andersson	Andersson	0		H	sg n
Schilling	Schilling	0		H	sg n
Nitsikovi	Nitsikov	0		H	sg g
R.	R.	0		Y	sg n
Hõdo	Hõdo	0		H	sg n
Laugasson	Laugason	0		H	sg g
Lepiku	Lepiku	0		H	sg n
Harkman	Harkman	0		H	sg n
Agasja	Agasja	0		H	sg n
Hüssi	Hüssi	0		H	sg n
Naruski	Narusk	0		H	sg g
Miina	Miina	0		H	sg n
Lemming	Lemming	0		H	sg n
Samulet	Samulet	0		H	sg n
keldre	kelder	0		S	sg g
Ladsi	Lads	0		H	sg g
Timmuski	Timmusk	s	ki	H	sg g
Saare	Saare	0		H	sg n
Petseri	Petseri	0		H	sg n
J.	J.	0		Y	sg n
Gristov	Gristov	0		H	sg n
Sulson	Sulson	0		H	sg n
Samuel	Samuel	0		H	sg n
ümbre	ümber	0		D	
Zolgo	Zolgo	0		H	sg n
Runinge	Runinge	0		H	sg n
Ülkele	Ülke	le		H	sg all
Eva	Eva	0		H	sg n
Märtmanile	Märtman	le		H	sg all
küla	küla	0		H	sg n
Sõugandi	Sõugand	0		H	sg g
Palo	Palo	0		H	sg n
Viktor	Viktor	0		H	sg n
Virksu	Virksu	0		H	sg n
Leppikese	Leppiko	0		H	sg g
Viking	Viking	0		H	sg n
Zernand	Zernand	0		H	sg n
möldre	mölder	0		S	sg g
heidata	heit	ta		V	da
Mikka	Mikka	0		H	sg n
Simmuland	Simmuland	0		H	sg n
Parmonile	Parmonile	0		H	sg n
Raudsep	Raudsep	0		H	sg n
Mustinge	Musting	0		H	sg g
Urgardi	Urgard	0		H	sg g
kõrraga	kord	ga		S	sg kom
Särgi	Särgi	0		H	sg n
töön	töö	n		S	sg in
Narrusk	Narrusk	0		H	sg n
Adu	Adu	0		H	sg n
Vene	Vene	0		H	sg n
Laugassoni	Laugassoni	0		H	sg n
säält	sealt	0		D	
aiga	aeg	a		S	sg p
Jaaniga	Jaan	ga		H	sg kom
Kristo	Kristo	0		H	sg n
läänu	mine	nu		V	nud
Järvepa	Järvepa	0		H	sg n
Kaivatava	Kaivatava	0		H	sg n
minekit	minek	t		S	sg p
Kiiskman	Kiiskman	0		H	sg n
Rämmali	Rämmali	0		H	sg n
Kristus	Kristus	0		H	sg n
Mõtsa	Mõtsa	0		H	sg n
Petrele	Petrele	0		H	sg n
Palsingile	Palsingil	le		H	sg all
Parmaksoniga	Parmaksoni	ga		H	sg kom
Kirhäid	Kirhäid	d		H	sg n
Vidu	Vidu	0		H	sg n
Strause	Straus	0		H	sg g
Anvtotja	Anvtotja	0		H	sg n
Hanson	Hans	0		H	sg g
Tõnis	Tõnis	0		H	sg n
Ütel	Ütel	0		H	sg n
Tihhanovile	Tihhanovile	0		H	sg n
Leppisk	Leppind	0		H	sg n
Valge	Valge	0		H	sg n
Maakohut	Maakohut	t		H	sg n
kokko	kokku	0		D	
Taodsile	Taodsile	0		H	sg n
Nabruse	Nabruse	0		H	sg n
Jakimile	Jakimile	0		H	sg n
Lemmingele	Lemming	le		H	sg all
Märti	Märt	0		H	sg g
Kuldsepa	Kuldsepa	0		H	sg n
Oinatsi	Oinatsi	0		H	sg n
Anvtotjale	Anvtotja	le		H	sg all
Zeamääle	Zeamääle	0		H	sg n
Jorman	Jorman	0		H	sg n
Sõugandile	Sõugand	le		H	sg all
om	ole	0		V	b
Villip	Villip	0		H	sg n
tikut	tikk	t		S	pl n
Karpsonil	Karpson	l		H	sg ad
O.	O.	0		Y	sg n
Iisaki	Iisak	0		H	sg g
Parmak	Parmak	0		H	sg n
Liisu	Liisu	0		H	sg n
Tensing	Tensing	0		H	sg n
Dobrega	Dobre	ga		H	sg kom
Nedal	Nedal	0		H	sg n
Jaan	Jaan	0		H	sg n
Liisa	Liisa	0		H	sg n
ütel	ütle	0		V	s
Lindoki	Lindok	0		H	sg g
Kahkva	Kahkva	0		H	sg n
Zernask	Zernask	0		H	sg n
Lepp	Lepp	0		H	sg n
Maksimal	Maksima	l		H	sg ad
leido	leid	u		V	tud
Kristvingi	Kristuvin	0		H	sg g
Sõgand	Sõgand	0		H	sg n
Parritz	Parritz	0		H	sg n
tija	tead	0		V	o
Jakobi	Jakob	0		H	sg g
Narruskovile	Narruskovile	0		H	sg n
mõisavalitsus	mõisavalitsus	0		H	sg n
Treijel	Treijel	0		H	sg n
Voika	Voika	0		H	sg n
Rumask	Rumask	0		H	sg n
Parindi	Parindi	0		H	sg n
Peeb	Peeb	0		H	sg n
Jacob	Jacob	0		H	sg n
Lads	Lads	0		H	sg n
Vijo	Vijo	0		H	sg n
Karpsep	Karpsep	0		H	sg n
Varruski	Varrusk	0		H	sg g
Parsoni	Parson	0		H	sg g
palleb	palu	b		V	b
Susar	Susar	0		H	sg n
Ziberi	Ziberi	0		H	sg n
Zinna	Zinna	0		H	sg n
Maldoni	Maldoni	0		H	sg n
Leplandil	Lepland	l		H	sg ad
Pahha	Pahha	0		H	sg n
Joosepiga	Jooseb	ga		H	sg kom
Toolamaalt	Toolamaalt	lt		H	sg n
Rämmani	Rämmani	0		H	sg n
Kuuksi	Kuuksi	0		H	sg n
Sõugand	Sõugand	0		H	sg n
Pannovi	Pannovi	0		H	sg n
Operile	Oper	le		H	sg all
Johan	Johan	0		H	sg n
Parmani	Parmani	ni		H	sg n
Lepind	Lepind	0		H	sg n
Iisak	Iisak	0		H	sg n
L.	L.	0		Y	sg n
Todsi	Todsi	0		H	sg n
Meeksi	Meeksi	0		H	sg n
Paab	Paab	0		H	sg n
Leming	Leming	0		H	sg n
Immise	Immise	0		H	sg n
