text	root	ending	clitic	partofspeech	form
Papello	Papello	0		H	sg n
poold	pool	d		N	sg p
Kull	Kull	0		H	sg n
müidud	müü	dud		V	tud
Riigi	Riigi	0		H	sg n
Sammulil	Sammul	l		H	sg ad
Paurson	Paurson	0		H	sg n
hääks	heaks	0		K	
Maalman	Maalman	0		H	sg n
Jumala	Jumala	0		H	sg n
Karijarve	Karijarve	0		H	sg n
Liini	Liin	0		H	sg g
Jukamsn	Jukamsn	0		H	sg n
Välgu	Välgu	0		H	sg n
Keermanni	Keerman	0		H	sg g
küla	küla	0		H	sg n
Lepp	Lepp	0		H	sg n
Raps	Raps	0		H	sg n
Peddajas	Peddajas	0		H	sg n
Hns	Hns	0		H	sg n
Ütt	Ütt	0		H	sg n
Tobrul	Tobru	l		H	sg ad
Kukkemelkil	Kukkemelk	l		H	sg ad
peranduse	pärandus	0		S	sg g
Mehkli	Mehkli	0		H	sg n
Muddas	Muddas	0		H	sg n
Jõnson	Jõnson	0		H	sg n
Muhu	Muhu	0		H	sg n
Kihul	Kihul	0		H	sg n
Mart	Mart	0		H	sg n
Üt	Üt	0		Y	sg n
Alustusleht	Alustusleht	0		H	sg n
Pärnapuud	Pärnapu	d		H	sg g
Aebliga	Aebliga	ga		H	sg n
Johanson	Johanson	0		H	sg n
tullu	tule	lu		V	nud
Tehvand	Tehvand	0		H	sg n
Mittile	Mittiga	le		H	sg all
hoold	hool	d		S	sg p
Uibo	Uibo	0		H	sg n
Sutt	Sutt	0		H	sg n
Sep	Sep	0		H	sg n
Sooga	Sooga	0		H	sg n
Adu	Adu	0		H	sg n
Tohvril	Tohvril	0		H	sg n
Rbl	Rbl	0		H	sg n
Piksonil	Piksonil	l		H	sg n
Mäggil	Mäggi	l		H	sg ad
Pandi	Pandi	0		H	sg n
hoovlipenk	höövli_pink	0		S	sg n
Puchzcht	Puchziht	t		H	sg p
Luhaärel	Luhaär	l		H	sg ad
Pärnapu	Pärnapu	0		H	sg n
Paabu	Paabu	0		H	sg n
Jaah	Jaah	0		H	sg n
Aebel	Aebel	0		H	sg n
Luhäart	Luhäart	0		H	sg n
Lombi	Lombi	0		H	sg n
Ploomil	Ploom	l		H	sg ad
Valgerist	Valgerist	0		H	sg n
Marie	Mari	0		H	sg g
Tiio	Tiio	0		H	sg n
Tõnnis	Tõnnis	s		H	sg n
Malkovi	Malkovi	0		H	sg n
Kõglilt	Kõglilt	0		H	sg n
Puhzichti	Puhzichti	0		H	sg n
Podrätsik	Podrätsik	0		H	sg n
kopik	kopikas	0		S	sg n
Mäe	Mäe	0		H	sg n
Marmon	Marmon	0		H	sg n
Kolga	Kolga	0		H	sg n
Uvve	Uvve	0		H	sg n
Anderson	Anderson	0		H	sg n
